SEED FROM ARGS.
Train | Epoch: 1 | Time: 2.123694658279419 | Step: 0 / 285 | {'loss_reg': '0.1030', 'loss_triplet': '0.0079', 'loss': '0.1109'}
Val | Epoch: 6 | {'rmse': '12.989', 'pearson': '0.858', 'r2': '0.735', 'spearmanr': '0.852'}
Train | Epoch: 7 | Time: 0.8723793029785156 | Step: 0 / 285 | {'loss_reg': '0.0223', 'loss_triplet': '0.0001', 'loss': '0.0225'}
Train | Epoch: 7 | Time: 9.007645606994629 | Step: 10 / 285 | {'loss_reg': '0.0230', 'loss_triplet': '0.0001', 'loss': '0.0232'}
Train | Epoch: 7 | Time: 9.2601900100708 | Step: 20 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 7 | Time: 8.98082160949707 | Step: 30 / 285 | {'loss_reg': '0.0209', 'loss_triplet': '0.0001', 'loss': '0.0210'}
Train | Epoch: 7 | Time: 8.970926284790039 | Step: 40 / 285 | {'loss_reg': '0.0230', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 7 | Time: 9.139148235321045 | Step: 50 / 285 | {'loss_reg': '0.0235', 'loss_triplet': '0.0001', 'loss': '0.0237'}
Train | Epoch: 7 | Time: 9.211044549942017 | Step: 60 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0001', 'loss': '0.0237'}
Train | Epoch: 7 | Time: 9.41169285774231 | Step: 70 / 285 | {'loss_reg': '0.0245', 'loss_triplet': '0.0001', 'loss': '0.0246'}
Train | Epoch: 7 | Time: 8.986433982849121 | Step: 80 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0001', 'loss': '0.0234'}
Train | Epoch: 7 | Time: 9.171472311019897 | Step: 90 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0002', 'loss': '0.0234'}
Train | Epoch: 7 | Time: 9.058394432067871 | Step: 100 / 285 | {'loss_reg': '0.0241', 'loss_triplet': '0.0001', 'loss': '0.0242'}
Train | Epoch: 7 | Time: 9.054879188537598 | Step: 110 / 285 | {'loss_reg': '0.0247', 'loss_triplet': '0.0001', 'loss': '0.0248'}
Train | Epoch: 7 | Time: 9.359017372131348 | Step: 120 / 285 | {'loss_reg': '0.0240', 'loss_triplet': '0.0001', 'loss': '0.0242'}
Train | Epoch: 7 | Time: 9.712194442749023 | Step: 130 / 285 | {'loss_reg': '0.0242', 'loss_triplet': '0.0001', 'loss': '0.0244'}
Train | Epoch: 7 | Time: 9.047911167144775 | Step: 140 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0001', 'loss': '0.0237'}
Train | Epoch: 7 | Time: 9.254501342773438 | Step: 150 / 285 | {'loss_reg': '0.0243', 'loss_triplet': '0.0002', 'loss': '0.0244'}
Train | Epoch: 7 | Time: 9.097021341323853 | Step: 160 / 285 | {'loss_reg': '0.0240', 'loss_triplet': '0.0002', 'loss': '0.0241'}
Train | Epoch: 7 | Time: 9.419998168945312 | Step: 170 / 285 | {'loss_reg': '0.0238', 'loss_triplet': '0.0001', 'loss': '0.0239'}
Train | Epoch: 7 | Time: 8.977844715118408 | Step: 180 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 7 | Time: 9.210336208343506 | Step: 190 / 285 | {'loss_reg': '0.0238', 'loss_triplet': '0.0001', 'loss': '0.0239'}
Train | Epoch: 7 | Time: 9.080940961837769 | Step: 200 / 285 | {'loss_reg': '0.0243', 'loss_triplet': '0.0001', 'loss': '0.0245'}
Train | Epoch: 7 | Time: 9.656924962997437 | Step: 210 / 285 | {'loss_reg': '0.0239', 'loss_triplet': '0.0001', 'loss': '0.0240'}
Train | Epoch: 7 | Time: 8.633927822113037 | Step: 220 / 285 | {'loss_reg': '0.0233', 'loss_triplet': '0.0001', 'loss': '0.0235'}
Train | Epoch: 7 | Time: 8.982311010360718 | Step: 230 / 285 | {'loss_reg': '0.0230', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 7 | Time: 9.055667161941528 | Step: 240 / 285 | {'loss_reg': '0.0228', 'loss_triplet': '0.0001', 'loss': '0.0229'}
Train | Epoch: 7 | Time: 8.76656198501587 | Step: 250 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 7 | Time: 8.673023700714111 | Step: 260 / 285 | {'loss_reg': '0.0221', 'loss_triplet': '0.0001', 'loss': '0.0222'}
Train | Epoch: 7 | Time: 9.319807291030884 | Step: 270 / 285 | {'loss_reg': '0.0248', 'loss_triplet': '0.0001', 'loss': '0.0249'}
Train | Epoch: 7 | Time: 8.640740871429443 | Step: 280 / 285 | {'loss_reg': '0.0246', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Val | Epoch: 7 | {'rmse': '12.852', 'pearson': '0.861', 'r2': '0.741', 'spearmanr': '0.856'}
Train | Epoch: 8 | Time: 0.8529629707336426 | Step: 0 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0001', 'loss': '0.0237'}
Train | Epoch: 8 | Time: 8.939544677734375 | Step: 10 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 8 | Time: 9.151752471923828 | Step: 20 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0001', 'loss': '0.0237'}
Train | Epoch: 8 | Time: 9.409630060195923 | Step: 30 / 285 | {'loss_reg': '0.0224', 'loss_triplet': '0.0001', 'loss': '0.0226'}
Train | Epoch: 8 | Time: 9.55402135848999 | Step: 40 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0002', 'loss': '0.0230'}
Train | Epoch: 8 | Time: 9.47713017463684 | Step: 50 / 285 | {'loss_reg': '0.0222', 'loss_triplet': '0.0001', 'loss': '0.0224'}
Train | Epoch: 8 | Time: 9.607298374176025 | Step: 60 / 285 | {'loss_reg': '0.0238', 'loss_triplet': '0.0001', 'loss': '0.0239'}
Train | Epoch: 8 | Time: 9.579792976379395 | Step: 70 / 285 | {'loss_reg': '0.0219', 'loss_triplet': '0.0001', 'loss': '0.0220'}
Train | Epoch: 8 | Time: 9.722438335418701 | Step: 80 / 285 | {'loss_reg': '0.0228', 'loss_triplet': '0.0001', 'loss': '0.0230'}
Train | Epoch: 8 | Time: 8.99737286567688 | Step: 90 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0001', 'loss': '0.0232'}
Train | Epoch: 8 | Time: 9.324651956558228 | Step: 100 / 285 | {'loss_reg': '0.0218', 'loss_triplet': '0.0001', 'loss': '0.0219'}
Train | Epoch: 8 | Time: 9.07257604598999 | Step: 110 / 285 | {'loss_reg': '0.0233', 'loss_triplet': '0.0001', 'loss': '0.0234'}
Train | Epoch: 8 | Time: 9.288058519363403 | Step: 120 / 285 | {'loss_reg': '0.0230', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 8 | Time: 9.625009298324585 | Step: 130 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 8 | Time: 8.529810667037964 | Step: 140 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0001', 'loss': '0.0237'}
Train | Epoch: 8 | Time: 8.707785606384277 | Step: 150 / 285 | {'loss_reg': '0.0214', 'loss_triplet': '0.0001', 'loss': '0.0215'}
Train | Epoch: 8 | Time: 8.561710834503174 | Step: 160 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0001', 'loss': '0.0233'}
Train | Epoch: 8 | Time: 8.60504150390625 | Step: 170 / 285 | {'loss_reg': '0.0228', 'loss_triplet': '0.0001', 'loss': '0.0229'}
Train | Epoch: 8 | Time: 8.75063180923462 | Step: 180 / 285 | {'loss_reg': '0.0237', 'loss_triplet': '0.0001', 'loss': '0.0238'}
Train | Epoch: 8 | Time: 9.47275161743164 | Step: 190 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0001', 'loss': '0.0237'}
Train | Epoch: 8 | Time: 8.580760955810547 | Step: 200 / 285 | {'loss_reg': '0.0237', 'loss_triplet': '0.0001', 'loss': '0.0238'}
Train | Epoch: 8 | Time: 8.953092575073242 | Step: 210 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 8 | Time: 8.88413691520691 | Step: 220 / 285 | {'loss_reg': '0.0256', 'loss_triplet': '0.0001', 'loss': '0.0257'}
Train | Epoch: 8 | Time: 10.109259605407715 | Step: 230 / 285 | {'loss_reg': '0.0240', 'loss_triplet': '0.0001', 'loss': '0.0242'}
Train | Epoch: 8 | Time: 9.038482189178467 | Step: 240 / 285 | {'loss_reg': '0.0245', 'loss_triplet': '0.0001', 'loss': '0.0246'}
Train | Epoch: 8 | Time: 9.569975852966309 | Step: 250 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0001', 'loss': '0.0231'}
Train | Epoch: 8 | Time: 8.431087017059326 | Step: 260 / 285 | {'loss_reg': '0.0229', 'loss_triplet': '0.0001', 'loss': '0.0230'}
Train | Epoch: 8 | Time: 9.239447593688965 | Step: 270 / 285 | {'loss_reg': '0.0234', 'loss_triplet': '0.0001', 'loss': '0.0235'}
Train | Epoch: 8 | Time: 9.012351989746094 | Step: 280 / 285 | {'loss_reg': '0.0227', 'loss_triplet': '0.0001', 'loss': '0.0228'}
Val | Epoch: 8 | {'rmse': '12.879', 'pearson': '0.861', 'r2': '0.739', 'spearmanr': '0.855'}
Train | Epoch: 9 | Time: 0.8506555557250977 | Step: 0 / 285 | {'loss_reg': '0.0211', 'loss_triplet': '0.0001', 'loss': '0.0213'}
Train | Epoch: 9 | Time: 8.211768627166748 | Step: 10 / 285 | {'loss_reg': '0.0219', 'loss_triplet': '0.0001', 'loss': '0.0220'}
Train | Epoch: 9 | Time: 8.202403545379639 | Step: 20 / 285 | {'loss_reg': '0.0220', 'loss_triplet': '0.0001', 'loss': '0.0222'}
Train | Epoch: 9 | Time: 8.323779344558716 | Step: 30 / 285 | {'loss_reg': '0.0232', 'loss_triplet': '0.0001', 'loss': '0.0234'}
Train | Epoch: 9 | Time: 8.528495788574219 | Step: 40 / 285 | {'loss_reg': '0.0210', 'loss_triplet': '0.0001', 'loss': '0.0211'}
Train | Epoch: 9 | Time: 8.767460823059082 | Step: 50 / 285 | {'loss_reg': '0.0233', 'loss_triplet': '0.0001', 'loss': '0.0234'}
Train | Epoch: 9 | Time: 9.207258939743042 | Step: 60 / 285 | {'loss_reg': '0.0206', 'loss_triplet': '0.0002', 'loss': '0.0208'}
Train | Epoch: 9 | Time: 8.911389350891113 | Step: 70 / 285 | {'loss_reg': '0.0215', 'loss_triplet': '0.0001', 'loss': '0.0216'}
Train | Epoch: 9 | Time: 8.640419483184814 | Step: 80 / 285 | {'loss_reg': '0.0202', 'loss_triplet': '0.0001', 'loss': '0.0203'}
Train | Epoch: 9 | Time: 8.93763542175293 | Step: 90 / 285 | {'loss_reg': '0.0220', 'loss_triplet': '0.0001', 'loss': '0.0221'}
Train | Epoch: 9 | Time: 8.613914012908936 | Step: 100 / 285 | {'loss_reg': '0.0209', 'loss_triplet': '0.0001', 'loss': '0.0210'}
Train | Epoch: 9 | Time: 9.052708387374878 | Step: 110 / 285 | {'loss_reg': '0.0231', 'loss_triplet': '0.0002', 'loss': '0.0233'}
Train | Epoch: 9 | Time: 9.29467487335205 | Step: 120 / 285 | {'loss_reg': '0.0226', 'loss_triplet': '0.0001', 'loss': '0.0228'}
Train | Epoch: 9 | Time: 9.04529070854187 | Step: 130 / 285 | {'loss_reg': '0.0226', 'loss_triplet': '0.0001', 'loss': '0.0227'}
Train | Epoch: 9 | Time: 8.941446542739868 | Step: 140 / 285 | {'loss_reg': '0.0216', 'loss_triplet': '0.0001', 'loss': '0.0218'}
Train | Epoch: 9 | Time: 9.14075255393982 | Step: 150 / 285 | {'loss_reg': '0.0221', 'loss_triplet': '0.0001', 'loss': '0.0222'}
Train | Epoch: 9 | Time: 9.346267700195312 | Step: 160 / 285 | {'loss_reg': '0.0248', 'loss_triplet': '0.0001', 'loss': '0.0250'}
Train | Epoch: 9 | Time: 9.302865505218506 | Step: 170 / 285 | {'loss_reg': '0.0210', 'loss_triplet': '0.0001', 'loss': '0.0211'}
Train | Epoch: 9 | Time: 9.00705075263977 | Step: 180 / 285 | {'loss_reg': '0.0216', 'loss_triplet': '0.0001', 'loss': '0.0218'}
Train | Epoch: 9 | Time: 9.027326583862305 | Step: 190 / 285 | {'loss_reg': '0.0220', 'loss_triplet': '0.0001', 'loss': '0.0222'}
Train | Epoch: 9 | Time: 9.21403431892395 | Step: 200 / 285 | {'loss_reg': '0.0227', 'loss_triplet': '0.0001', 'loss': '0.0229'}
Train | Epoch: 9 | Time: 9.114936113357544 | Step: 210 / 285 | {'loss_reg': '0.0237', 'loss_triplet': '0.0001', 'loss': '0.0239'}
Train | Epoch: 9 | Time: 8.87009596824646 | Step: 220 / 285 | {'loss_reg': '0.0226', 'loss_triplet': '0.0001', 'loss': '0.0227'}
Train | Epoch: 9 | Time: 8.98140811920166 | Step: 230 / 285 | {'loss_reg': '0.0239', 'loss_triplet': '0.0001', 'loss': '0.0241'}
Train | Epoch: 9 | Time: 9.230019569396973 | Step: 240 / 285 | {'loss_reg': '0.0238', 'loss_triplet': '0.0001', 'loss': '0.0240'}
Train | Epoch: 9 | Time: 9.274643898010254 | Step: 250 / 285 | {'loss_reg': '0.0225', 'loss_triplet': '0.0001', 'loss': '0.0226'}
Train | Epoch: 9 | Time: 8.851067304611206 | Step: 260 / 285 | {'loss_reg': '0.0245', 'loss_triplet': '0.0001', 'loss': '0.0247'}
Train | Epoch: 9 | Time: 8.964457273483276 | Step: 270 / 285 | {'loss_reg': '0.0225', 'loss_triplet': '0.0002', 'loss': '0.0227'}
Train | Epoch: 9 | Time: 8.824999570846558 | Step: 280 / 285 | {'loss_reg': '0.0218', 'loss_triplet': '0.0001', 'loss': '0.0219'}
Val | Epoch: 9 | {'rmse': '12.957', 'pearson': '0.859', 'r2': '0.736', 'spearmanr': '0.852'}
Train | Epoch: 10 | Time: 0.8439233303070068 | Step: 0 / 285 | {'loss_reg': '0.0209', 'loss_triplet': '0.0001', 'loss': '0.0210'}
Train | Epoch: 10 | Time: 8.706149339675903 | Step: 10 / 285 | {'loss_reg': '0.0213', 'loss_triplet': '0.0001', 'loss': '0.0214'}
Train | Epoch: 10 | Time: 9.052050828933716 | Step: 20 / 285 | {'loss_reg': '0.0215', 'loss_triplet': '0.0001', 'loss': '0.0216'}
Train | Epoch: 10 | Time: 8.855493307113647 | Step: 30 / 285 | {'loss_reg': '0.0221', 'loss_triplet': '0.0001', 'loss': '0.0222'}
Train | Epoch: 10 | Time: 9.093512296676636 | Step: 40 / 285 | {'loss_reg': '0.0218', 'loss_triplet': '0.0001', 'loss': '0.0220'}
Train | Epoch: 10 | Time: 8.913125276565552 | Step: 50 / 285 | {'loss_reg': '0.0214', 'loss_triplet': '0.0001', 'loss': '0.0215'}
Train | Epoch: 10 | Time: 9.91547441482544 | Step: 60 / 285 | {'loss_reg': '0.0227', 'loss_triplet': '0.0001', 'loss': '0.0228'}
Train | Epoch: 10 | Time: 9.006007194519043 | Step: 70 / 285 | {'loss_reg': '0.0206', 'loss_triplet': '0.0001', 'loss': '0.0207'}
Train | Epoch: 10 | Time: 9.174800395965576 | Step: 80 / 285 | {'loss_reg': '0.0205', 'loss_triplet': '0.0001', 'loss': '0.0206'}
Train | Epoch: 10 | Time: 8.846829175949097 | Step: 90 / 285 | {'loss_reg': '0.0204', 'loss_triplet': '0.0001', 'loss': '0.0205'}
Train | Epoch: 10 | Time: 9.046461343765259 | Step: 100 / 285 | {'loss_reg': '0.0207', 'loss_triplet': '0.0001', 'loss': '0.0209'}
Train | Epoch: 10 | Time: 8.908371210098267 | Step: 110 / 285 | {'loss_reg': '0.0209', 'loss_triplet': '0.0001', 'loss': '0.0210'}
Train | Epoch: 10 | Time: 9.141815900802612 | Step: 120 / 285 | {'loss_reg': '0.0220', 'loss_triplet': '0.0002', 'loss': '0.0222'}
Train | Epoch: 10 | Time: 9.490341663360596 | Step: 130 / 285 | {'loss_reg': '0.0218', 'loss_triplet': '0.0001', 'loss': '0.0219'}
Train | Epoch: 10 | Time: 10.222463846206665 | Step: 140 / 285 | {'loss_reg': '0.0220', 'loss_triplet': '0.0001', 'loss': '0.0222'}
Train | Epoch: 10 | Time: 9.404618740081787 | Step: 150 / 285 | {'loss_reg': '0.0207', 'loss_triplet': '0.0002', 'loss': '0.0209'}
Train | Epoch: 10 | Time: 9.149133682250977 | Step: 160 / 285 | {'loss_reg': '0.0196', 'loss_triplet': '0.0001', 'loss': '0.0197'}
Train | Epoch: 10 | Time: 9.075945377349854 | Step: 170 / 285 | {'loss_reg': '0.0212', 'loss_triplet': '0.0002', 'loss': '0.0214'}
Train | Epoch: 10 | Time: 9.652018785476685 | Step: 180 / 285 | {'loss_reg': '0.0210', 'loss_triplet': '0.0002', 'loss': '0.0212'}
Train | Epoch: 10 | Time: 9.078476667404175 | Step: 190 / 285 | {'loss_reg': '0.0236', 'loss_triplet': '0.0002', 'loss': '0.0237'}
Train | Epoch: 10 | Time: 9.051884651184082 | Step: 200 / 285 | {'loss_reg': '0.0225', 'loss_triplet': '0.0001', 'loss': '0.0227'}
Train | Epoch: 10 | Time: 9.213193893432617 | Step: 210 / 285 | {'loss_reg': '0.0239', 'loss_triplet': '0.0001', 'loss': '0.0240'}
Train | Epoch: 10 | Time: 9.024454593658447 | Step: 220 / 285 | {'loss_reg': '0.0224', 'loss_triplet': '0.0001', 'loss': '0.0225'}
Train | Epoch: 10 | Time: 9.244663000106812 | Step: 230 / 285 | {'loss_reg': '0.0207', 'loss_triplet': '0.0001', 'loss': '0.0209'}
Train | Epoch: 10 | Time: 8.99806261062622 | Step: 240 / 285 | {'loss_reg': '0.0225', 'loss_triplet': '0.0001', 'loss': '0.0226'}
Train | Epoch: 10 | Time: 9.8954496383667 | Step: 250 / 285 | {'loss_reg': '0.0218', 'loss_triplet': '0.0001', 'loss': '0.0220'}
Train | Epoch: 10 | Time: 9.565972328186035 | Step: 260 / 285 | {'loss_reg': '0.0227', 'loss_triplet': '0.0001', 'loss': '0.0228'}
Train | Epoch: 10 | Time: 9.178874731063843 | Step: 270 / 285 | {'loss_reg': '0.0218', 'loss_triplet': '0.0001', 'loss': '0.0219'}
Train | Epoch: 10 | Time: 8.80245065689087 | Step: 280 / 285 | {'loss_reg': '0.0222', 'loss_triplet': '0.0001', 'loss': '0.0224'}
Val | Epoch: 10 | {'rmse': '13.003', 'pearson': '0.859', 'r2': '0.734', 'spearmanr': '0.852'}
Best Epoch: 7 | {'rmse': '12.852', 'pearson': '0.861', 'r2': '0.741', 'spearmanr': '0.856'}
